"","care_group","CH","ADC","ECH","MHH","ownership"
"2269","United Welsh Housing Association","       ","       ","   2    ","       ","V"
"2270","Unity Homes Ltd","   5    ","       ","       ","       ","P"
"2271","Unlimited Care Ltd","   2    ","       ","       ","       ","P"
"2272","V S A","   8    ","       ","   3    ","       ","V"
"2273","Vale of Aylesbury Housing Trust","       ","       ","   2    ","       ","V"
"2274","Vale of Glamorgan Council","   5    ","   4    ","       ","       ","L"
"2275","Valebrook Care Homes Ltd","   3    ","       ","       ","       ","P"
"2276","Values in Care Ltd","   10   ","       ","       ","       ","P"
"2277","Vauxian Hotels Ltd","   2    ","   1    ","       ","       ","P"
"2278","Veatreey Development Ltd","   3    ","       ","       ","       ","P"
"2279","Veecare Ltd","   5    ","       ","       ","       ","P"
"2280","Venetian Healthcare Ltd","   2    ","       ","       ","       ","P"
"2281","Ventry Residential Care","   6    ","       ","       ","       ","P"
"2282","Venus Healthcare Homes Ltd","   3    ","       ","       ","       ","P"
"2283","Vestacare Ltd","   1    ","   1    ","       ","       ","P"
"2284","Vibrance","   14   ","       ","       ","       ","V"
"2285","Victorguard Care plc","   3    ","       ","       ","       ","P"
"2286","Victoria Nursing Group Ltd","   6    ","       ","       ","       ","P"
"2287","Viewpoint Housing Association","   3    ","       ","   9    ","       ","V"
"2288","Vijay Enterprises Ltd","   2    ","       ","       ","       ","P"
"2289","Village Homes  Somerset  Ltd","   2    ","       ","       ","       ","P"
"2290","Villcare Ltd","   2    ","       ","       ","       ","P"
"2291","Mrs G Virgo and Mrs N Virgo","   2    ","       ","       ","       ","P"
"2292","Viridian Housing","   4    ","       ","   1    ","       ","V"
"2293","Vishomil Ltd","   2    ","       ","       ","       ","P"
"2294","Vision Homes Association","   3    ","       ","       ","       ","V"
"2295","Vision UK Ltd","   2    ","       ","       ","       ","P"
"2296","Vista","   4    ","       ","       ","       ","V"
"2297","Vista Care Ltd","   3    ","       ","       ","       ","P"
"2298","Vitrose Ltd","   2    ","       ","       ","       ","P"
"2299","Vivo Care Choices Ltd","   4    ","       ","       ","       ","P"
"2300","Vivre Care Ltd","   2    ","       ","       ","       ","P"
"2301","Voyage","   273   ","   1    ","   1    ","       ","P"
"2302","WCS Care Group Ltd","   12   ","       ","       ","       ","V"
"2303","Wakefield Council","   4    ","   5    ","   1    ","       ","L"
"2304","Walsall Metropolitan Borough Council","   2    ","       ","       ","       ","L"
"2305","Walsingham Support","   19   ","       ","   1    ","       ","V"
"2306","London Borough of Waltham Forest","   5    ","       ","       ","       ","L"
"2307","Walton Care Ltd","   2    ","       ","       ","       ","P"
"2308","Warmest Welcome Ltd","   5    ","       ","       ","       ","P"
"2309","Warrington Community Living","   7    ","       ","   1    ","       ","V"
"2310","Warrington Homes Ltd","   2    ","       ","       ","       ","V"
"2311","Waterfield Supported Homes Ltd","   3    ","       ","       ","       ","P"
"2312","Waterloo Housing Association","       ","       ","   2    ","       ","P"
"2313","Waters Park House Ltd","   2    ","       ","       ","       ","P"
"2314","Watford   District Mencap","   3    ","       ","       ","       ","V"
"2315","Waveney District Council","       ","       ","   3    ","       ","L"
"2316","Waverley Care Homes Ltd","   2    ","       ","       ","       ","P"
"2317","Waypoints Care Group Ltd","   3    ","       ","       ","       ","P"
"2318","Weatherstones House Care Ltd","   3    ","       ","       ","       ","P"
"2319","Welcome House Residential Care Homes","   8    ","       ","       ","       ","P"
"2320","Wellbeing Residential Ltd","   3    ","       ","       ","       ","P"
"2321","Wellburn Care Homes Ltd","   14   ","   1    ","       ","       ","P"
"2322","Wellcome Care Homes Ltd","   2    ","       ","       ","       ","P"
"2323","Wellesley House Ltd","   3    ","       ","       ","       ","P"
"2324","Wellfield   Henley House Ltd","   2    ","       ","       ","       ","P"
"2325","Wells House Ltd","   2    ","       ","       ","       ","P"
"2326","Welmede Housing Association","   8    ","       ","   8    ","       ","V"
"2327","Welwyn Garden City Housing Association Ltd","   1    ","       ","   2    ","       ","V"
"2328","Wentworth Rest Home Ltd","   2    ","       ","       ","       ","P"
"2329","Wessex Care Ltd","   5    ","       ","       ","       ","P"
"2330","West Bank Residential Homes Ltd","   4    ","       ","       ","       ","P"
"2331","West Berkshire Council","   4    ","   5    ","       ","       ","L"
"2332","West Dunbartonshire Council","   6    ","       ","       ","       ","L"
"2333","West Heanton Ltd","   1    ","       ","   1    ","       ","P"
"2334","West House","   9    ","       ","       ","       ","V"
"2335","West Kent Housing Association","       ","       ","   2    ","       ","V"
"2336","West Lothian Council","   6    ","   2    ","   1    ","       ","L"
"2337","West Midlands Residential Care Homes Ltd","   2    ","       ","       ","       ","P"
"2338","West of England Friends Housing Society Ltd","   1    ","       ","   1    ","       ","V"
"2339","West of Scotland Housing Association","       ","       ","   3    ","       ","V"
"2340","West Sussex County Council","   7    ","   16   ","       ","       ","L"
"2341","Westcare  Somerset  Ltd","   4    ","       ","       ","       ","P"
"2342","Westdale Quaker Housing Association Ltd","   1    ","       ","   1    ","       ","V"
"2343","Western Counselling Services Ltd","   2    ","       ","       ","       ","P"
"2344","Western Health   Social Care Trust","   11   ","   21   ","       ","       ","N"
"2345","Western Healthcare Ltd","   2    ","       ","       ","       ","P"
"2346","Western Isles Council  Comhairle Nan Eilean Siar","   6    ","       ","       ","       ","L"
"2347","Westgate Healthcare Ltd","   8    ","       ","       ","       ","P"
"2348","Westhope Ltd","   3    ","       ","       ","       ","P"
"2349","Westminster Society   People with Learning Disabilities","   6    ","       ","   1    ","       ","V"
"2350","Mike Westmore","   2    ","       ","       ","       ","P"
"2351","Weston Super Care Group","   3    ","       ","       ","       ","P"
"2352","Westward Care Homes Ltd","   2    ","       ","       ","       ","P"
"2353","Westward Care Ltd","   3    ","       ","   1    ","       ","P"
"2354","D White","   2    ","       ","       ","       ","P"
"2355","White Doves Residential Homes Ltd","   2    ","       ","       ","       ","P"
"2356","White Horse Care Trust","   12   ","       ","       ","       ","V"
"2357","White Leaf Support Ltd","   2    ","       ","       ","       ","P"
"2358","White Rose Care","   2    ","       ","       ","       ","P"
"2359","Whiteabbey Properties Ltd","   2    ","       ","       ","       ","P"
"2360","Whitefriars Housing","       ","       ","   12   ","       ","V"
"2361","The Whiteley Homes Trust","   1    ","       ","   2    ","       ","V"
"2362","Whitepost Health Care Group","   3    ","       ","       ","   1    ","P"
"2363","Whitgift Foundation","   2    ","       ","   1    ","       ","V"
"2364","Whitmore Vale Housing Association Ltd","   5    ","       ","       ","       ","V"
"2365","Mr   Mrs T Wielkopolski","   2    ","       ","       ","       ","P"
"2366","Wigan Metropolitan Borough Council","   3    ","   9    ","       ","       ","L"
"2367","The Wilf Ward Family Trust","   8    ","       ","       ","       ","V"
"2368","Willerfoss Homes","   2    ","       ","       ","       ","P"
"2369","Willett Lodge Care Home Ltd","   2    ","       ","       ","       ","P"
"2370","William Blake House","   3    ","       ","       ","       ","P"
"2371","G T Williams","   3    ","       ","       ","       ","P"
"2372","Willover Ltd","   2    ","       ","       ","       ","P"
"2373","Wilton House Ltd","   3    ","       ","       ","       ","P"
"2374","Wiltshire Council","   4    ","   1    ","       ","       ","L"
"2375","The Wilverley Association","   2    ","       ","       ","       ","V"
"2376","Windmill Care Ltd","   2    ","       ","       ","       ","P"
"2377","Windsor and Maidenhead Royal Borough Council","   3    ","   1    ","       ","       ","L"
"2378","Wings Care  North West  LLP","   3    ","       ","       ","       ","P"
"2379","Winnie Care Group","   4    ","       ","       ","       ","P"
"2380","Wirral Autistic Society","   17   ","       ","       ","       ","V"
"2381","Wirral Metropolitan Borough Council","   1    ","   6    ","       ","       ","L"
"2382","Wishmoor Ltd","   2    ","       ","       ","       ","P"
"2383","Wokingham Borough Council","       ","   2    ","       ","       ","L"
"2384","Wolfe House Ltd","   2    ","       ","       ","       ","P"
"2385","Wolverhampton City Council","   9    ","   17   ","   1    ","       ","L"
"2386","Woodbay Ltd","   2    ","       ","       ","       ","P"
"2387","Woodfield House","   2    ","       ","       ","       ","P"
"2388","Woodgate Healthcare","   5    ","       ","       ","       ","P"
"2389","Woodham Enterprises Ltd","   3    ","       ","       ","       ","P"
"2390","Woodhill Care Ltd","   2    ","       ","       ","       ","P"
"2391","Woodland Healthcare Ltd","   2    ","       ","       ","       ","P"
"2392","Woodlands Care GRP","   2    ","       ","       ","       ","P"
"2393","Woodlands   Hillbrow Ltd","   3    ","       ","       ","       ","P"
"2394","Woodleigh Christian Care Home Ltd","   2    ","       ","       ","       ","P"
"2395","Woodleigh Community Care","   7    ","       ","       ","       ","P"
"2396","Woodley Age Concern","   1    ","   1    ","       ","       ","V"
"2397","Worcestershire County Council","   6    ","   3    ","       ","       ","L"
"2398","Worcestershire Health   Care NHS Trust","   2    ","       ","       ","       ","N"
"2399","The Worthies Residential Care Home Ltd","   2    ","       ","       ","       ","P"
"2400","Wotton Rise Nursing Home Ltd","   2    ","       ","       ","       ","P"
"2401","Manny Wragg","   2    ","       ","       ","       ","P"
"2402","Wrekin Housing Trust","       ","       ","   2    ","       ","V"
"2403","Wrexham County Borough Council","   3    ","       ","       ","       ","L"
"2404","Wright Care Homes UK Ltd","   2    ","       ","       ","       ","P"
"2405","David Wright Helen A Bond Sheila G Wright","   2    ","       ","       ","       ","P"
"2406","Wright Homecare Ltd","   2    ","       ","       ","       ","P"
"2407","Wycar Leys Ltd","   11   ","       ","       ","       ","P"
"2408","Wychbury Care Services Ltd","   2    ","       ","       ","       ","P"
"2409","Wyggestons Hospital","   1    ","       ","   1    ","       ","V"
"2410","Mr   Mrs N Wylie","   2    ","       ","       ","       ","P"
"2411","Wyncroft Care Ltd","   2    ","       ","       ","       ","P"
"2412","Xcel Care Homes Ltd","   3    ","       ","       ","       ","P"
"2413","YMCA London South West","   2    ","       ","       ","       ","V"
"2414","Yad Voezer","   2    ","       ","       ","       ","V"
"2415","Yara Enterprises Ltd t a St Margarets Residential Home","   2    ","       ","       ","       ","P"
"2416","Yardley Great Trust","   2    ","       ","       ","       ","V"
"2417","Yarlington Housing Group","       ","       ","   10   ","       ","V"
"2418","Yarrow Housing","   5    ","       ","       ","       ","V"
"2419","Yewtree Care Ltd","   2    ","       ","       ","       ","P"
"2420","City of York Council","   5    ","       ","   4    ","       ","L"
"2421","Yorkare Homes Ltd","   2    ","       ","       ","       ","P"
"2422","Yorkshire Housing Ltd","   1    ","       ","   2    ","       ","V"
"2423","The You Trust","   5    ","       ","       ","       ","V"
"2424","Young Foundations","   3    ","       ","       ","       ","P"
"2425","Your Health Ltd","   9    ","       ","       ","       ","P"
"2426","Your Healthcare Community Interest Company","   2    ","       ","       ","       ","P"
"2427","Your Housing Group Ltd","   2    ","       ","   5    ","       ","V"
"2428","Your Housing Group","       ","       ","   3    ","       ","V"
"2429","Your Life Management Services Ltd","       ","       ","   4    ","       ","P"
"2430","Yourcare Ltd","   2    ","       ","       ","       ","P"
"2431","Yunicorn Ltd","   2    ","       ","       ","       ","P"
"2432","Z   M Care","   2    ","       ","       ","       ","P"
